paso,desempeno_acoplado,desempeno_acoplado_de,desempeno_desacoplado,desempeno_desacoplado_de
998,0.9936130366324515,0.00728766549001921,1.0,0.0
999,0.9923485525014533,0.008818595114767205,1.0,0.0
1000,0.9928955883127827,0.008498019699187342,1.0,0.0
1001,0.9700860748685592,0.01745621708576303,1.0,0.0
1002,0.9424243178244827,0.0221445774342441,1.0,0.0
1003,0.9079331105380354,0.028651483755426116,1.0,0.0
1004,0.8705215715928034,0.03712339791265597,1.0,0.0
1005,0.8239930786185113,0.027870162748563042,1.0,0.0
1006,0.7830583493645152,0.03869286342495591,1.0,0.0
1007,0.7537537865653928,0.03094944566098836,1.0,0.0
1008,0.6989097533476777,0.042586246992413396,1.0,0.0
1009,0.6420513905909669,0.05143358041295607,1.0,0.0
1010,0.6064840776015837,0.044214455456319704,1.0,0.0
1011,0.5903536210130154,0.04797655066764703,1.0,0.0
1012,0.55872333172959,0.06150727291794748,1.0,0.0
1013,0.5259669014485248,0.04023995227836067,1.0,0.0
1014,0.5005894338215094,0.04911121878211783,1.0,0.0
1015,0.47369244794180915,0.04858007828846618,1.0,0.0
1016,0.47316058464704747,0.056948615028803405,1.0,0.0
1017,0.4504697955042982,0.0614090273891414,1.0,0.0
1018,0.44662914828372907,0.04990319316452313,1.0,0.0
1019,0.4187741526641431,0.04088912211864131,1.0,0.0
1020,0.41680731681738137,0.0472579013261674,1.0,0.0
1021,0.4110952397489325,0.061337482871184165,1.0,0.0
1022,0.4280819050602455,0.046946181010619197,1.0,0.0
1023,0.4038190102009178,0.06083026252103704,1.0,0.0
1024,0.393047144616439,0.04021008593335943,1.0,0.0
1025,0.3788048249202292,0.04134233433160696,1.0,0.0
1026,0.39387572968800066,0.05663605300560455,1.0,0.0
1027,0.3920007550491101,0.04538043838377398,1.0,0.0
1028,0.3724126224462793,0.036304513765234976,1.0,0.0
1029,0.38384778232481026,0.047482631725045195,1.0,0.0
1030,0.37032874338206284,0.04782817326785353,1.0,0.0
1031,0.38223008388873786,0.05150601921541587,1.0,0.0
1032,0.38801430554404764,0.043046364531294935,1.0,0.0
1033,0.39493839432255246,0.04030701802690355,1.0,0.0
1034,0.36389839014219505,0.04089683001372049,1.0,0.0
1035,0.3797218577602161,0.041106830762853694,1.0,0.0
1036,0.382734866875129,0.04855820927715438,1.0,0.0
1037,0.3829745959472665,0.04806611191430712,1.0,0.0
1038,0.394189556067019,0.04309130728012133,1.0,0.0
1039,0.38330359324887214,0.054200820693279576,1.0,0.0
1040,0.38283322884864174,0.04524533159492556,1.0,0.0
1041,0.37352508860934713,0.054186438781902956,1.0,0.0
1042,0.4023775943302035,0.04026431955652755,1.0,0.0
1043,0.37941424553096054,0.04834495287589006,1.0,0.0
1044,0.3770881056625332,0.04871950946473262,1.0,0.0
1045,0.38700996253453357,0.05528888102688593,1.0,0.0
1046,0.3750461653286727,0.042720485290775954,1.0,0.0
1047,0.37726245629649746,0.04888593158431981,1.0,0.0
1048,0.3784408359037099,0.05010401974938105,1.0,0.0
1049,0.395866632406025,0.040818350610122275,1.0,0.0
1050,0.3707795072288705,0.035089308615598454,1.0,0.0
1051,0.38119553104027787,0.04883490313395432,1.0,0.0
1052,0.3970876295767156,0.05243981389198245,1.0,0.0
1053,0.38508257532484436,0.04866021074274176,1.0,0.0
1054,0.3819262463986573,0.05779878214252405,1.0,0.0
1055,0.3796518193253375,0.05296047480161135,1.0,0.0
1056,0.3736128277001731,0.04033344164006746,1.0,0.0
1057,0.3909550564712017,0.045790652284009886,1.0,0.0
1058,0.4047872033833578,0.04169181627524131,1.0,0.0
1059,0.3741423705278091,0.05126913908474418,1.0,0.0
1060,0.3798644950508297,0.04187937690754904,1.0,0.0
1061,0.38470617730090245,0.0563914242488882,1.0,0.0
1062,0.38098296549796706,0.06593292263859472,1.0,0.0
1063,0.39430968691694773,0.04737169082168936,1.0,0.0
1064,0.3973626532359115,0.04672300088162106,1.0,0.0
1065,0.39090158961830773,0.05060604721211669,1.0,0.0
1066,0.37941633257379825,0.0380671989717695,1.0,0.0
1067,0.3774809846016987,0.04627206773137683,1.0,0.0
1068,0.4031274965073244,0.03433297797716841,1.0,0.0
1069,0.37607079881505173,0.04818632627640965,1.0,0.0
1070,0.36251239173843913,0.046658958452436824,1.0,0.0
1071,0.3767623357965408,0.0439087412438229,1.0,0.0
1072,0.37306474454526267,0.045716733915874316,1.0,0.0
1073,0.3913665675569906,0.04012494432528591,1.0,0.0
1074,0.38645468458066673,0.048641389228115076,1.0,0.0
1075,0.3763559696299456,0.036457418755710944,1.0,0.0
1076,0.3683054057511053,0.04580764673602415,1.0,0.0
1077,0.39541810530650806,0.0436446996576711,1.0,0.0
1078,0.40024061202374667,0.05363360966565037,1.0,0.0
1079,0.3725366695496511,0.045783224786780055,1.0,0.0
1080,0.39077490083721567,0.04999234786093588,1.0,0.0
1081,0.38290854511412054,0.03754713716490472,1.0,0.0
1082,0.3578295382871794,0.049841267481779444,1.0,0.0
1083,0.39218290959441154,0.05711044948709684,1.0,0.0
1084,0.3832036123277396,0.04493026033212861,1.0,0.0
1085,0.38723645815648405,0.0449133686647728,1.0,0.0
1086,0.37943365159195364,0.042430037325141404,1.0,0.0
1087,0.3813554665409104,0.061029595892331825,1.0,0.0
1088,0.38294049580155587,0.04279619431126465,1.0,0.0
1089,0.38834950986742056,0.036110480539415554,1.0,0.0
1090,0.38480180462379754,0.05038308539808901,1.0,0.0
1091,0.37289420086241726,0.0444383162898493,1.0,0.0
1092,0.3811848401388271,0.054847199249528494,1.0,0.0
1093,0.3751593306883265,0.044619685368991156,1.0,0.0
1094,0.3839989998230029,0.026768078066345943,1.0,0.0
1095,0.38436248158561953,0.048075893798896936,1.0,0.0
1096,0.3873183765238984,0.05642591140177302,1.0,0.0
1097,0.3909282538128105,0.047631255983065876,1.0,0.0
1098,0.384157455783159,0.048712657034942146,1.0,0.0
1099,0.38926720308114177,0.05210369209550248,1.0,0.0
1100,0.38939160402545636,0.05184949543170239,1.0,0.0
1101,0.38942317246316,0.03798089808102573,1.0,0.0
1102,0.3709821083998131,0.04539356352929885,1.0,0.0
1103,0.38202948553623123,0.0549336331789794,1.0,0.0
1104,0.39265287736612037,0.04396032140059552,1.0,0.0
1105,0.40220068062156483,0.03192922675427175,1.0,0.0
1106,0.36985820825597454,0.048980899311964685,1.0,0.0
1107,0.37936179581242263,0.045234455377752725,1.0,0.0
1108,0.37337438467942946,0.047525890522417534,1.0,0.0
1109,0.39088981171104137,0.03306290509486484,1.0,0.0
1110,0.39964029619831654,0.049802590851560774,1.0,0.0
1111,0.38180490905645575,0.05672010607392657,1.0,0.0
1112,0.3630167202438541,0.04098708352971755,1.0,0.0
1113,0.37819394529435635,0.04842995115495291,1.0,0.0
1114,0.39330071105254766,0.036800619640387916,1.0,0.0
1115,0.37632513362567627,0.040877361475179355,1.0,0.0
1116,0.398072053155834,0.04022425379268621,1.0,0.0
1117,0.3833421626597751,0.05211490515349322,1.0,0.0
1118,0.3836776762755414,0.04907869129533908,1.0,0.0
1119,0.38481301662200584,0.046636059523588465,1.0,0.0
1120,0.3823591446658397,0.043290466981611014,1.0,0.0
1121,0.3877653840370334,0.053311619981077314,1.0,0.0
1122,0.3900772372651324,0.05250629559026262,1.0,0.0
1123,0.38020029684055173,0.04149134056712197,1.0,0.0
1124,0.37000766156936654,0.05372279879491434,1.0,0.0
1125,0.38108440585566106,0.045507512806315084,1.0,0.0
1126,0.3842208612144497,0.043929025957440256,1.0,0.0
1127,0.37321358882541594,0.04672248089035711,1.0,0.0
1128,0.3784377106879544,0.029303884032112357,1.0,0.0
1129,0.3847591520143061,0.038536995994404834,1.0,0.0
1130,0.37923272823038684,0.038267126306719405,1.0,0.0
1131,0.40332198333501107,0.05231308416735572,1.0,0.0
1132,0.3727998908644144,0.055521748291822784,1.0,0.0
1133,0.38987458297611516,0.05555469295241746,1.0,0.0
1134,0.3688909597881216,0.041786708587583765,1.0,0.0
1135,0.3791312153239595,0.041143429643901525,1.0,0.0
1136,0.3995107623427088,0.038240331802870564,1.0,0.0
1137,0.38997702870258294,0.05096383034552061,1.0,0.0
1138,0.3846601183505384,0.03561258365434985,1.0,0.0
1139,0.3698119060646186,0.047984228109766144,1.0,0.0
1140,0.36996987361214867,0.04802415127238465,1.0,0.0
1141,0.37645036832114726,0.04854365561644218,1.0,0.0
1142,0.40119520867623026,0.048079110276192404,1.0,0.0
1143,0.3910604068875063,0.0376397353801371,1.0,0.0
1144,0.37368865503397247,0.0505474650861753,1.0,0.0
1145,0.37730174508096753,0.04271705112978025,1.0,0.0
1146,0.39485419307742836,0.043457585718635255,1.0,0.0
1147,0.36547277061795835,0.03825490750779273,1.0,0.0
1148,0.39756058275727585,0.02970980752691661,1.0,0.0
1149,0.39251718514708384,0.04578256027709288,1.0,0.0
1150,0.3695910967315197,0.04424947934671205,1.0,0.0
1151,0.39363640976190384,0.04496964520779773,1.0,0.0
1152,0.39579410358086187,0.05666549294915894,1.0,0.0
1153,0.394080014638677,0.05095647560561603,1.0,0.0
1154,0.3882074588631063,0.05683706316559431,1.0,0.0
1155,0.3659737427466123,0.04641325285812065,1.0,0.0
1156,0.38553631565766583,0.04575970436240956,1.0,0.0
1157,0.3839023547399129,0.04029725648430792,1.0,0.0
1158,0.37731143041276455,0.0464050548493619,1.0,0.0
1159,0.3816521773464597,0.04632673224114913,1.0,0.0
1160,0.39205429165324296,0.04205253878181791,1.0,0.0
1161,0.3854922624980371,0.04461335904174002,1.0,0.0
1162,0.3993521501384043,0.04026297592017953,1.0,0.0
1163,0.36987448439723614,0.04950145902070672,1.0,0.0
1164,0.3701981222900265,0.045119840174915424,1.0,0.0
1165,0.3841430036384448,0.03583632363503895,1.0,0.0
1166,0.37351164662317227,0.044738637925418386,1.0,0.0
1167,0.3773481314002494,0.051904789556594624,1.0,0.0
1168,0.3887636115533781,0.04081496545031868,1.0,0.0
1169,0.39830577805263423,0.04947866612245923,1.0,0.0
1170,0.3903074064795582,0.04866978045836237,1.0,0.0
1171,0.3868739711247617,0.048123547328916993,1.0,0.0
1172,0.38867258681779143,0.051268155137104206,1.0,0.0
1173,0.3870133909872136,0.050402881497693196,1.0,0.0
1174,0.38286242078807525,0.03712328519312358,1.0,0.0
1175,0.39039736951819703,0.0459872477271573,1.0,0.0
1176,0.37740613323572125,0.04356680281764358,1.0,0.0
1177,0.3660073035256944,0.05904326127698459,1.0,0.0
1178,0.39036582663241526,0.05741960118255215,1.0,0.0
1179,0.3801864519832571,0.044142990665672587,1.0,0.0
1180,0.3689162257018588,0.05532770805490789,1.0,0.0
1181,0.39149453922615934,0.04735708404506479,1.0,0.0
1182,0.3898549113152901,0.051971507776465746,1.0,0.0
1183,0.39941946784420446,0.050779462413596876,1.0,0.0
1184,0.3799615582994695,0.039041396858244155,1.0,0.0
1185,0.3754562884320947,0.04686063235294056,1.0,0.0
1186,0.39635254267176584,0.03828085281313289,1.0,0.0
1187,0.37363800849668655,0.04435483019996631,1.0,0.0
1188,0.38811302901957695,0.03491008681255503,1.0,0.0
1189,0.4026392322493472,0.04155805805949743,1.0,0.0
1190,0.37510196748022645,0.039912608020745415,1.0,0.0
1191,0.3848703827462083,0.04672551976781788,1.0,0.0
1192,0.38523776767034223,0.04804455766201236,1.0,0.0
1193,0.3890858605223733,0.03748085091050884,1.0,0.0
1194,0.37962010693331355,0.0469362668406381,1.0,0.0
1195,0.38205279099927975,0.05359093162874084,1.0,0.0
1196,0.38303653126943576,0.039618136180529236,1.0,0.0
1197,0.3757477332007253,0.04670810053941017,1.0,0.0
1198,0.4026016633931487,0.041595694935312455,1.0,0.0
1199,0.381947806375258,0.04941295077638186,1.0,0.0
1200,0.39321523105210915,0.04622183924178519,1.0,0.0
1201,0.3865552581293545,0.052919827469105014,1.0,0.0
1202,0.36755632325741766,0.04513464086418942,1.0,0.0
1203,0.39813270194769057,0.044295157026113516,1.0,0.0
1204,0.38399953383595425,0.0419121569193966,1.0,0.0
1205,0.38625182388365814,0.05829731272370351,1.0,0.0
1206,0.39561760659843787,0.048127517524857555,1.0,0.0
1207,0.369648593970715,0.04877118663792711,1.0,0.0
1208,0.3965141555219925,0.045514373295759004,1.0,0.0
1209,0.39308347492891677,0.04883356331135556,1.0,0.0
1210,0.3758545218902766,0.04046880181022802,1.0,0.0
1211,0.37855206166662936,0.046436459750101564,1.0,0.0
1212,0.3727565475926476,0.0551748207996909,1.0,0.0
1213,0.3926484350511706,0.056157914517786546,1.0,0.0
1214,0.37784549769712644,0.0466517717266232,1.0,0.0
1215,0.38372768485888314,0.042285687430095614,1.0,0.0
1216,0.3679803042725673,0.04397369001919306,1.0,0.0
1217,0.3876532430397,0.06209993447700594,1.0,0.0
1218,0.38322020570407317,0.04741768256344503,1.0,0.0
1219,0.3857010738163831,0.04203311560871037,1.0,0.0
1220,0.3788267216255466,0.05678883983440321,1.0,0.0
1221,0.3873380379975453,0.05407790507023528,1.0,0.0
1222,0.37620893120860815,0.05327717883506778,1.0,0.0
1223,0.3666430623531003,0.05244580195484008,1.0,0.0
1224,0.4024822791661808,0.0653504540821793,1.0,0.0
1225,0.3941546218715868,0.04317552556415122,1.0,0.0
1226,0.3909956050261884,0.0533316668399796,1.0,0.0
1227,0.3732815717526452,0.04850494138998486,1.0,0.0
1228,0.3817959683327781,0.06467043761232086,1.0,0.0
1229,0.37846529597515716,0.06914150653237397,1.0,0.0
1230,0.4029462900000958,0.045287631841930645,1.0,0.0
1231,0.3939379717279598,0.0474628098185275,1.0,0.0
1232,0.37038858915999384,0.04939077624533299,1.0,0.0
1233,0.3902556795040548,0.04954612995379913,1.0,0.0
1234,0.3787291831687481,0.053721824123775255,1.0,0.0
1235,0.3837709281056354,0.047815681250697004,1.0,0.0
1236,0.37456347354177044,0.056294927406256065,1.0,0.0
1237,0.40155295475140745,0.05099982136473233,1.0,0.0
1238,0.3749688188409069,0.05898929390818507,1.0,0.0
1239,0.3929304466308328,0.04203130101175937,1.0,0.0
1240,0.40027302193607567,0.0584763022856214,1.0,0.0
1241,0.3898015446925623,0.04134447804599693,1.0,0.0
1242,0.38013655962119763,0.0318297731645018,1.0,0.0
1243,0.3716691921820154,0.03714065356642207,1.0,0.0
1244,0.39585555194741584,0.04196060884636902,1.0,0.0
1245,0.38169748600505277,0.05335185456628411,1.0,0.0
1246,0.37981170897040245,0.04188548443768528,1.0,0.0
1247,0.3967357654708705,0.045370029090835325,1.0,0.0
1248,0.38708720573503025,0.03811818038729271,1.0,0.0
1249,0.37922237726543306,0.04123103928301717,1.0,0.0
1250,0.38380719951939124,0.05713191346454547,1.0,0.0
1251,0.37469882964706097,0.044898254761476825,1.0,0.0
1252,0.38346463708688444,0.050747308686014216,1.0,0.0
1253,0.3715326657625287,0.04647902028249347,1.0,0.0
1254,0.3813344056119698,0.052535591954891804,1.0,0.0
1255,0.39457225272502033,0.03967079485609182,1.0,0.0
1256,0.3922588396679143,0.03958547148137891,1.0,0.0
1257,0.3895770887703003,0.05576252860879342,1.0,0.0
1258,0.37986560649417905,0.0494362507810147,1.0,0.0
1259,0.3702162039176067,0.04256227954313206,1.0,0.0
1260,0.3889882351923224,0.046048591216693156,1.0,0.0
1261,0.38964850932727607,0.03850595575235336,1.0,0.0
1262,0.3978060623287085,0.04441571314821487,1.0,0.0
1263,0.3877878644304638,0.03928374003522134,1.0,0.0
1264,0.3809253212137807,0.04224409693294019,1.0,0.0
1265,0.38903299486290055,0.03958556282762515,1.0,0.0
1266,0.39656251371581086,0.03718392862988507,1.0,0.0
1267,0.3852838791538802,0.04918743947462647,1.0,0.0
1268,0.38288608211307357,0.04268087079962997,1.0,0.0
1269,0.36532753896435316,0.050197371322228096,1.0,0.0
1270,0.3689612853707194,0.05419588680177828,1.0,0.0
1271,0.4010751423253096,0.05066449865840298,1.0,0.0
1272,0.39479111394419797,0.052340502025295124,1.0,0.0
1273,0.3716605109478575,0.050660954539748386,1.0,0.0
1274,0.37455095155722934,0.04925741918311528,1.0,0.0
1275,0.38832858249608715,0.03241146595909945,1.0,0.0
1276,0.3974502526849952,0.052133404829504,1.0,0.0
1277,0.3730804215736239,0.06194674137693926,1.0,0.0
1278,0.3717751522940493,0.04501104884153863,1.0,0.0
1279,0.37692880652731925,0.0574411441222079,1.0,0.0
1280,0.38189098250903203,0.0554511400904688,1.0,0.0
1281,0.388196311459904,0.03996427705518868,1.0,0.0
1282,0.3806528241862455,0.03608192543616576,1.0,0.0
1283,0.3848840865904011,0.04289459743929971,1.0,0.0
1284,0.3634463492995852,0.03853849913150719,1.0,0.0
1285,0.37680364318069154,0.04221543793098079,1.0,0.0
1286,0.3898894535990021,0.04130271213809133,1.0,0.0
1287,0.3796355277435172,0.04296071035507215,1.0,0.0
1288,0.3865277763007718,0.04835400782946422,1.0,0.0
1289,0.3787101761965596,0.045212491893844096,1.0,0.0
1290,0.3842452252331751,0.04670249626804737,1.0,0.0
1291,0.3857425391523004,0.06577762781683916,1.0,0.0
1292,0.3805015598264601,0.03956871742927943,1.0,0.0
1293,0.3705510527687997,0.06298873369961207,1.0,0.0
1294,0.40082527805268925,0.046668873089027556,1.0,0.0
1295,0.37762736809373115,0.04766394509504152,1.0,0.0
1296,0.39112882563081675,0.042112492685313814,1.0,0.0
1297,0.4003861270457901,0.05721455395988222,1.0,0.0
1298,0.3880702597155928,0.0395444921133004,1.0,0.0
1299,0.37959607067124373,0.05111758872934263,1.0,0.0
1300,0.38331779052288256,0.04400372975795055,1.0,0.0
1301,0.37272829418528614,0.05539749257300295,1.0,0.0
1302,0.3735284271188794,0.047607102955709094,1.0,0.0
1303,0.3880500373857259,0.03707549263594789,1.0,0.0
1304,0.39425897757893075,0.04832537923497067,1.0,0.0
1305,0.37525600768351314,0.054144098466369237,1.0,0.0
1306,0.3746039025799565,0.039253266508407346,1.0,0.0
1307,0.4048959281369717,0.04354783224099342,1.0,0.0
1308,0.382414353489731,0.0442472764746225,1.0,0.0
1309,0.3942355158974012,0.03745517309145022,1.0,0.0
1310,0.3785560065704718,0.04131410630418649,1.0,0.0
1311,0.37581278855317896,0.06196599388901081,1.0,0.0
1312,0.3798907880806533,0.052484877886627465,1.0,0.0
1313,0.3834991832104872,0.05763337688120853,1.0,0.0
1314,0.3929865969623987,0.04863914018033566,1.0,0.0
1315,0.3926695728821334,0.04369846630053904,1.0,0.0
1316,0.3670332161334218,0.037127533216109725,1.0,0.0
1317,0.38230704307357066,0.05193581345450371,1.0,0.0
1318,0.37804552911758865,0.052453448049719756,1.0,0.0
1319,0.3946851851340239,0.04079917497503804,1.0,0.0
1320,0.3801644767199568,0.04487423640134212,1.0,0.0
1321,0.38104899925170704,0.0296244539646852,1.0,0.0
1322,0.3816901829291428,0.05278965047900649,1.0,0.0
1323,0.3857322870061479,0.04434401884654844,1.0,0.0
1324,0.3893942797176894,0.04249097847668864,1.0,0.0
1325,0.39799076950600565,0.03928429400773568,1.0,0.0
1326,0.3720350687290084,0.05016618016904706,1.0,0.0
1327,0.389238237560585,0.05794597610149878,1.0,0.0
1328,0.37787448142148367,0.051178120629752896,1.0,0.0
1329,0.38739047087028156,0.04133800658391501,1.0,0.0
1330,0.36717326725223093,0.04752601871853187,1.0,0.0
1331,0.3917489186893366,0.04910144285587871,1.0,0.0
1332,0.3874100980139857,0.056689804195370126,1.0,0.0
1333,0.4014578707323335,0.03376130610856872,1.0,0.0
1334,0.3832013322199568,0.04490933113250884,1.0,0.0
1335,0.37450619658202666,0.05116680103097854,1.0,0.0
1336,0.3794645848581184,0.04011001959177155,1.0,0.0
1337,0.3821695218091666,0.050484039659457455,1.0,0.0
1338,0.38011675649733445,0.04855279906637808,1.0,0.0
1339,0.4056169154695522,0.047785630457831824,1.0,0.0
1340,0.39509772641943036,0.03890595012516531,1.0,0.0
1341,0.37375495325047653,0.04912191655604217,1.0,0.0
1342,0.3785251930271862,0.03806117057982517,1.0,0.0
1343,0.39343002012080036,0.054603609597245355,1.0,0.0
1344,0.378445574040359,0.04325978207883794,1.0,0.0
1345,0.38925240384193965,0.057232569843463664,1.0,0.0
1346,0.3750420311327672,0.05307161026848,1.0,0.0
1347,0.37634540573617387,0.03784958210861855,1.0,0.0
1348,0.38852097037037153,0.055544691115581496,1.0,0.0
1349,0.40963816866193276,0.05439269262937036,1.0,0.0
1350,0.37557395616396105,0.045917128084108694,1.0,0.0
1351,0.3958710392643607,0.05089369001692141,1.0,0.0
1352,0.39422606584505515,0.04959562575995849,1.0,0.0
1353,0.38693871830934295,0.04466853329575721,1.0,0.0
1354,0.393008661694563,0.041584715483074346,1.0,0.0
1355,0.3904175868683926,0.05418196869328667,1.0,0.0
1356,0.3752163072550189,0.054354825647085464,1.0,0.0
1357,0.3665485332357565,0.04716934368723579,1.0,0.0
1358,0.3854340492258639,0.051578613395315956,1.0,0.0
1359,0.398615860601562,0.05198132157861775,1.0,0.0
1360,0.3880555563172259,0.04440316007264939,1.0,0.0
1361,0.385690979995462,0.0415977821262482,1.0,0.0
1362,0.37057576843155005,0.059185116499119,1.0,0.0
1363,0.37113226155670964,0.04406686980791086,1.0,0.0
1364,0.40225124845420934,0.04415631977265736,1.0,0.0
1365,0.3969195625010314,0.059587950353595376,1.0,0.0
1366,0.3871534696669658,0.04592567474767627,1.0,0.0
1367,0.3822090550810306,0.06304004170466264,1.0,0.0
1368,0.3703889706104338,0.04789921288476521,1.0,0.0
1369,0.39259672356449804,0.03650134698724804,1.0,0.0
1370,0.3967441157764997,0.04746003272568484,1.0,0.0
1371,0.38181537767960866,0.06052420402699747,1.0,0.0
1372,0.3698522894920748,0.0521498632839619,1.0,0.0
1373,0.38778965691951567,0.049666431184569676,1.0,0.0
1374,0.4001164556271735,0.05127741666450746,1.0,0.0
1375,0.38727521377106755,0.06646965933765515,1.0,0.0
1376,0.39011947402219566,0.05827155180793896,1.0,0.0
1377,0.37366436294831473,0.0492033109629414,1.0,0.0
1378,0.3850354621743586,0.05191863882564686,1.0,0.0
1379,0.38902748461818776,0.057990414606950015,1.0,0.0
1380,0.3761805499493012,0.043027026753990935,1.0,0.0
1381,0.3832658902789851,0.04845872678257323,1.0,0.0
1382,0.38666548729178357,0.05528870035604417,1.0,0.0
1383,0.3793145145441547,0.055774608498334016,1.0,0.0
1384,0.3769849391921413,0.043460452204614405,1.0,0.0
1385,0.3885067437710739,0.06223227266609333,1.0,0.0
1386,0.38494518129455874,0.044208555861511595,1.0,0.0
1387,0.3891581270226958,0.05857698907609318,1.0,0.0
1388,0.35902709496193447,0.04681180598908948,1.0,0.0
1389,0.3890983280837634,0.04597598656213545,1.0,0.0
1390,0.3830793083353463,0.05001680190564501,1.0,0.0
1391,0.3916862605110239,0.04454647003318013,1.0,0.0
1392,0.39042941783893315,0.04740535114160213,1.0,0.0
1393,0.38320856972571576,0.04221045380260515,1.0,0.0
1394,0.38630957714853525,0.045716898268276705,1.0,0.0
1395,0.3908206271054518,0.044564687437000754,1.0,0.0
1396,0.3881150901829648,0.04634777255951382,1.0,0.0
1397,0.37287323675348016,0.05040361057767593,1.0,0.0
1398,0.38813663018863714,0.04526299661278743,1.0,0.0
1399,0.38434192314337706,0.047888185186441584,1.0,0.0
1400,0.3809479976128069,0.04294183925339641,1.0,0.0
1401,0.3849238474844225,0.038659028003516865,1.0,0.0
1402,0.3831413525825209,0.04431440622954778,1.0,0.0
1403,0.37835253275644004,0.051177300548572884,1.0,0.0
1404,0.3789751748879973,0.04516345843282787,1.0,0.0
1405,0.3887361722528693,0.060679144455865794,1.0,0.0
1406,0.3911724161787536,0.049868910733012466,1.0,0.0
1407,0.38639406615560223,0.04394162320071893,1.0,0.0
1408,0.38380527686660265,0.04990601955294078,1.0,0.0
1409,0.3860655834662061,0.047661319214981866,1.0,0.0
1410,0.38596032967788774,0.05016325388534408,1.0,0.0
1411,0.4070003781300368,0.05177802504160928,1.0,0.0
1412,0.3883278459661301,0.041427767877935937,1.0,0.0
1413,0.3880033251345347,0.04622437232013957,1.0,0.0
1414,0.36520445746538815,0.04029384904996448,1.0,0.0
1415,0.3764676467934505,0.059475946128147786,1.0,0.0
1416,0.37215518466662795,0.03500618947376738,1.0,0.0
1417,0.3737179242339658,0.040028127004756296,1.0,0.0
1418,0.3999936453892696,0.057581361838088985,1.0,0.0
1419,0.37828258015376526,0.03772341463820149,1.0,0.0
1420,0.38315210756891244,0.04962997255021919,1.0,0.0
1421,0.38223366368610107,0.047013736338180734,1.0,0.0
1422,0.379652626555575,0.045359210921132126,1.0,0.0
1423,0.3811469201831977,0.06029328175064932,1.0,0.0
1424,0.375168697707839,0.05132188827934506,1.0,0.0
1425,0.3862722699388821,0.04070596917867357,1.0,0.0
1426,0.3766956093056612,0.038590740595198396,1.0,0.0
1427,0.3858537032014832,0.044415194211158054,1.0,0.0
1428,0.37559376038563314,0.03961665434839182,1.0,0.0
1429,0.3839393620559232,0.0410724536959876,1.0,0.0
1430,0.38272676157029367,0.04351337295929279,1.0,0.0
1431,0.37617435966726603,0.035226687431063296,1.0,0.0
1432,0.40022155536038895,0.0482812778300211,1.0,0.0
1433,0.39592371007174226,0.047864523138847835,1.0,0.0
1434,0.38653554420666375,0.04468474450050457,1.0,0.0
1435,0.38899778967114146,0.04112735784002739,1.0,0.0
1436,0.38546799340587096,0.046392692112132206,1.0,0.0
1437,0.3855053249997578,0.05684548533621138,1.0,0.0
1438,0.38836148571374246,0.04423056333096431,1.0,0.0
1439,0.37728410771108695,0.04691213764536852,1.0,0.0
1440,0.3740139844921872,0.05057384250430354,1.0,0.0
1441,0.39122481542645055,0.04666817032650502,1.0,0.0
1442,0.3657707571516641,0.039652326281878925,1.0,0.0
1443,0.39100065504503423,0.03728620643244367,1.0,0.0
1444,0.39158465245520474,0.05396627667779373,1.0,0.0
1445,0.3824718607221129,0.04728379187255515,1.0,0.0
1446,0.391486341249929,0.04548533499827418,1.0,0.0
1447,0.3855730707926978,0.03293849413238701,1.0,0.0
1448,0.3954671143615924,0.04741157994896118,1.0,0.0
1449,0.37433728426427265,0.041117283273100276,1.0,0.0
1450,0.37644084097682057,0.04350570882777858,1.0,0.0
1451,0.375891742258601,0.04530877644829451,1.0,0.0
1452,0.38614076764986377,0.04085355379058221,1.0,0.0
1453,0.3966058957209763,0.05480978384219787,1.0,0.0
1454,0.37008098428846453,0.04385240349282686,1.0,0.0
1455,0.38542727349437866,0.050423168009509814,1.0,0.0
1456,0.3820930990540139,0.03785679049200361,1.0,0.0
1457,0.3881732628387818,0.05139115360810233,1.0,0.0
1458,0.3979349063221915,0.04486379094899283,1.0,0.0
1459,0.3938762791927141,0.042863942649785956,1.0,0.0
1460,0.3751434210927976,0.04792255018554532,1.0,0.0
1461,0.3761475613153315,0.035719747653246016,1.0,0.0
1462,0.3885216597998644,0.04563309762483703,1.0,0.0
1463,0.38273393163371366,0.0495354996817898,1.0,0.0
1464,0.3813271791838618,0.04388730339066,1.0,0.0
1465,0.38934646871698925,0.05663670426966322,1.0,0.0
1466,0.38148922962595266,0.03751921210006747,1.0,0.0
1467,0.37507153806087734,0.046924236030596554,1.0,0.0
1468,0.3890127126283376,0.04470025940873227,1.0,0.0
1469,0.3794454790603751,0.04401167545140564,1.0,0.0
1470,0.37762256233806735,0.04580168742253779,1.0,0.0
1471,0.375651440064916,0.0361131007459833,1.0,0.0
1472,0.3713322618291779,0.03908660128361353,1.0,0.0
1473,0.4006193703787478,0.046873661907089935,1.0,0.0
1474,0.4030467929465784,0.044247024081063374,1.0,0.0
1475,0.4009980325573875,0.05393040044631329,1.0,0.0
1476,0.3884872893737936,0.05087101721558647,1.0,0.0
1477,0.38505828395178954,0.039277756684130374,1.0,0.0
1478,0.38568625181804467,0.03974700782756392,1.0,0.0
1479,0.3857263713441757,0.05545530806799741,1.0,0.0
