N_unidades,cableado_2d_silicio,cableado_3d_carbono,ratio_2d_sobre_3d
1000.0,31.622776601683793,9.999999999999998,3.16227766016838
10000.0,100.0,21.544346900318832,4.64158883361278
100000.0,316.22776601683796,46.41588833612778,6.812920690579615
1000000.0,1000.0,99.99999999999997,10.000000000000004
100000000.0,10000.0,464.15888336127773,21.544346900318846
10000000000.0,100000.0,2154.434690031883,46.41588833612781
86000000000.0,293257.5659723036,4414.004962442102,66.43797831392907
100000000000.0,316227.7660168379,4641.588833612776,68.12920690579615
