crosstalk_densa,crosstalk_esparcida
0.7999502487562189,0.009230769230769232
0.8021847070506455,0.014705882352941175
0.8001744765702892,0.014150943396226415
0.7997839898348158,0.005
0.7998005982053839,0.016346153846153847
0.8010180995475114,0.00821917808219178
0.799373904332582,0.01206896551724138
0.8005708612558948,0.01
0.8004720496894411,0.010869565217391302
0.7981856331769933,0.005208333333333333
0.800562078441169,0.007627118644067797
0.7997156983930779,0.010447761194029851
0.8005126281570393,0.007142857142857143
0.800025,0.014444444444444444
0.7992597239648682,0.011956521739130432
0.7975625,0.012
0.7992313414331763,0.013000000000000001
0.7996624999999999,0.009615384615384616
0.8003630445668503,0.011702127659574468
0.7983383685800604,0.01206896551724138
0.8004985044865404,0.008333333333333333
0.799614523750311,0.012499999999999997
0.8003220213029477,0.013709677419354837
0.798897519418692,0.007291666666666666
0.8002732919254658,0.011320754716981133
0.7971252824504143,0.007017543859649122
0.7999753269183322,0.011538461538461537
0.7997381546134663,0.005405405405405406
0.8009995064165846,0.009302325581395349
0.7993329977347094,0.005072463768115942
0.8012039127163281,0.002631578947368421
0.8005754315736802,0.016666666666666666
0.800037248572138,0.013559322033898305
0.796544357878864,0.008653846153846154
0.80175,0.013333333333333332
0.8008058423570888,0.009574468085106383
0.7990521327014217,0.015625
0.8011982026959561,0.008490566037735849
0.7994855708908406,0.010416666666666666
0.7967830423940149,0.00813953488372093
0.796823588964819,0.007142857142857143
0.8007530120481927,0.005263157894736842
0.7971809715580168,0.0047619047619047615
0.80054780876494,0.011475409836065573
0.8010035122930257,0.014130434782608697
0.79976046394352,0.006944444444444445
0.7991650049850448,0.019512195121951223
0.8027967603138444,0.008490566037735849
0.7982476046394352,0.0057692307692307696
0.8011258443832874,0.010869565217391304
0.7993552465233882,0.01395348837209302
0.7995365731462926,0.0025
0.7988741556167126,0.011864406779661017
0.7989770459081835,0.01076923076923077
0.8022567703109328,0.0075000000000000015
0.8012845849802371,0.009183673469387754
0.8004329539831765,0.014150943396226415
0.8013725979535812,0.008181818181818182
0.801317109884596,0.013000000000000001
0.7995851144078452,0.010377358490566037
0.7972062139814582,0.015254237288135592
0.8004900728826339,0.008181818181818182
0.801433601609658,0.01
0.7981809120358834,0.007142857142857143
0.7995134730538922,0.011842105263157893
0.797754491017964,0.006896551724137931
0.7991542539762685,0.008928571428571428
0.8003094825451846,0.007142857142857143
0.8011536573392245,0.006603773584905661
0.7994298463063956,0.012499999999999999
0.7997205284552846,0.015625
0.8001360039564787,0.008163265306122448
0.8001374312843579,0.014516129032258063
0.800475356517388,0.010185185185185184
0.8018338323353295,0.006818181818181818
0.7988095238095239,0.012195121951219513
0.798754403623553,0.01097560975609756
0.7993830269453539,0.014655172413793105
0.7989484226339509,0.007000000000000001
0.7991815663560817,0.007954545454545454
0.7992915734526472,0.012162162162162163
0.7999623020859512,0.00851063829787234
0.8003128911138923,0.00510204081632653
0.8001880641925778,0.008823529411764706
0.7985813837730215,0.006818181818181818
0.8007485029940119,0.007692307692307691
0.796612740141557,0.010714285714285713
0.798263458198958,0.012499999999999999
0.7995404868355688,0.009574468085106383
0.799549323985979,0.008974358974358974
0.7992134831460673,0.010784313725490196
0.7990653040877368,0.01976744186046512
0.799925224327019,0.01568627450980392
0.7991118338754065,0.013265306122448977
0.7995338876291257,0.006122448979591836
0.7996759720837487,0.008823529411764706
0.7981033191914151,0.0125
0.8010904988718976,0.004807692307692308
0.7991993995496622,0.013333333333333332
0.8015797392176529,0.01276595744680851
0.8005657530802113,0.009259259259259259
0.8005445795339412,0.008620689655172414
0.8020019772614928,0.004878048780487805
0.7991683217477655,0.014000000000000002
0.7992777085927771,0.009782608695652175
0.8009534422981675,0.009803921568627449
0.7998002995506739,0.0125
0.8004169825625473,0.009302325581395349
0.7982715114812011,0.013265306122448977
0.7994206549118388,0.009803921568627453
0.8009720837487537,0.006666666666666666
0.8003339104625278,0.010784313725490196
0.7986429282868526,0.009322033898305083
0.8023660490736104,0.008333333333333333
0.8014058223438667,0.008823529411764706
0.7979394240317775,0.015277777777777779
