fanout_carbono,fanout_silicio,ratio_fanout,capilares_km,dist_neurona_capilar_um,ratio_capilar_neurona,ratio_cableado_cerebro_1e11
7000,6,1166.6666666666667,600.0,20.0,1.0,68.12920690579611
