LFP
-68.6019
-67.27369
-66.0119
-64.813194
-63.674423
-62.5926
-61.56486
-60.588512
-59.66098
-58.77982
-57.942726
-57.147476
-56.392
-55.674286
-55.022762
-54.477463
-54.15994
-54.164886
-54.567364
-57.524414
-66.45487
-73.7078
-74.69553
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
